driverId,driver_age,circuitId,alt,raceId,year,race_month,race_day,qualifying_position,constructorId,qualify_pos_minus1,final_pos_minus1,driver_race_points1,wins1,final_status1,alt1,constructorId1,constructor_race_points1,constructor_season_points1,qualify_pos_minus2,final_pos_minus2,driver_race_points2,wins2,final_status2,alt2,constructorId2,constructor_race_points2,constructor_season_points2,qualify_pos_minus3,final_pos_minus3,driver_race_points3,wins3,final_status3,alt3,constructorId3,constructor_race_points3,constructor_season_points3,qualify_pos_minus4,final_pos_minus4,driver_race_points4,wins4,final_status4,alt4,constructorId4,constructor_race_points4,constructor_season_points4,qualify_pos_minus5,final_pos_minus5,driver_race_points5,wins5,final_status5,alt5,constructorId5,constructor_race_points5,constructor_season_points5,qualify_pos_minus6,final_pos_minus6,driver_race_points6,wins6,final_status6,alt6,constructorId6,constructor_race_points6,constructor_season_points6,qualify_pos_minus7,final_pos_minus7,driver_race_points7,wins7,final_status7,alt7,constructorId7,constructor_race_points7,constructor_season_points7,qualify_pos_minus8,final_pos_minus8,driver_race_points8,wins8,final_status8,alt8,constructorId8,constructor_race_points8,constructor_season_points8,qualify_pos_minus9,final_pos_minus9,driver_race_points9,wins9,final_status9,alt9,constructorId9,constructor_race_points9,constructor_season_points9,qualify_pos_minus10,final_pos_minus10,driver_race_points10,wins10,final_status10,alt10,constructorId10,constructor_race_points10,constructor_season_points10,qualify_pos_minus11,final_pos_minus11,driver_race_points11,wins11,final_status11,alt11,constructorId11,constructor_race_points11,constructor_season_points11,qualify_pos_minus12,final_pos_minus12,driver_race_points12,wins12,final_status12,alt12,constructorId12,constructor_race_points12,constructor_season_points12,qualify_pos_minus13,final_pos_minus13,driver_race_points13,wins13,final_status13,alt13,constructorId13,constructor_race_points13,constructor_season_points13,qualify_pos_minus14,final_pos_minus14,driver_race_points14,wins14,final_status14,alt14,constructorId14,constructor_race_points14,constructor_season_points14,qualify_pos_minus15,final_pos_minus15,driver_race_points15,wins15,final_status15,alt15,constructorId15,constructor_race_points15,constructor_season_points15,qualify_pos_minus16,final_pos_minus16,driver_race_points16,wins16,final_status16,alt16,constructorId16,constructor_race_points16,constructor_season_points16,qualify_pos_minus17,final_pos_minus17,driver_race_points17,wins17,final_status17,alt17,constructorId17,constructor_race_points17,constructor_season_points17,qualify_pos_minus18,final_pos_minus18,driver_race_points18,wins18,final_status18,alt18,constructorId18,constructor_race_points18,constructor_season_points18,qualify_pos_minus19,final_pos_minus19,driver_race_points19,wins19,final_status19,alt19,constructorId19,constructor_race_points19,constructor_season_points19,qualify_pos_minus20,final_pos_minus20,driver_race_points20,wins20,final_status20,alt20,constructorId20,constructor_race_points20,constructor_season_points20,qualify_pos_minus21,final_pos_minus21,driver_race_points21,wins21,final_status21,alt21,constructorId21,constructor_race_points21,constructor_season_points21,qualify_pos_minus22,final_pos_minus22,driver_race_points22,wins22,final_status22,alt22,constructorId22,constructor_race_points22,constructor_season_points22,qualify_pos_minus23,final_pos_minus23,driver_race_points23,wins23,final_status23,alt23,constructorId23,constructor_race_points23,constructor_season_points23,qualify_pos_minus24,final_pos_minus24,driver_race_points24,wins24,final_status24,alt24,constructorId24,constructor_race_points24,constructor_season_points24,Top_3_finish
822,27,69,161.0,965,2016,10,23,8,3,11.0,10.0,81.0,0.0,1.0,45.0,3.0,3.0,124.0,11.0,5.0,80.0,0.0,1.0,18.0,3.0,10.0,121.0,11.0,20.0,70.0,0.0,25.0,18.0,3.0,0.0,111.0,5.0,6.0,70.0,0.0,1.0,162.0,3.0,10.0,111.0,8.0,8.0,62.0,0.0,1.0,401.0,3.0,5.0,101.0,8.0,9.0,58.0,0.0,11.0,103.0,3.0,2.0,96.0,10.0,9.0,56.0,0.0,11.0,264.0,3.0,2.0,94.0,7.0,14.0,54.0,0.0,11.0,153.0,3.0,0.0,92.0,8.0,9.0,54.0,0.0,11.0,678.0,3.0,2.0,92.0,8.0,6.0,52.0,0.0,1.0,-7.0,3.0,9.0,90.0,7.0,3.0,44.0,0.0,1.0,13.0,3.0,15.0,81.0,11.0,12.0,29.0,0.0,11.0,7.0,3.0,1.0,66.0,7.0,5.0,29.0,0.0,1.0,109.0,3.0,14.0,65.0,3.0,4.0,19.0,0.0,1.0,2.0,3.0,22.0,51.0,5.0,10.0,7.0,0.0,1.0,5.0,3.0,9.0,29.0,6.0,9.0,6.0,0.0,11.0,7.0,3.0,6.0,20.0,11.0,8.0,4.0,0.0,1.0,10.0,3.0,14.0,14.0,6.0,13.0,136.0,0.0,11.0,3.0,3.0,4.0,257.0,4.0,5.0,136.0,0.0,11.0,785.0,3.0,10.0,253.0,6.0,3.0,126.0,0.0,1.0,2227.0,3.0,23.0,243.0,12.0,19.0,111.0,0.0,31.0,161.0,3.0,0.0,220.0,3.0,12.0,111.0,0.0,4.0,2.0,3.0,12.0,220.0,3.0,5.0,111.0,0.0,1.0,45.0,3.0,10.0,208.0,7.0,5.0,101.0,0.0,1.0,18.0,3.0,10.0,198.0,0
825,24,69,161.0,965,2016,10,23,18,4,18.0,14.0,7.0,0.0,11.0,45.0,4.0,0.0,8.0,14.0,20.0,7.0,0.0,75.0,18.0,4.0,1.0,8.0,17.0,10.0,7.0,0.0,1.0,18.0,4.0,1.0,7.0,21.0,17.0,6.0,0.0,11.0,162.0,4.0,0.0,6.0,12.0,18.0,6.0,0.0,3.0,401.0,4.0,0.0,6.0,17.0,16.0,6.0,0.0,11.0,103.0,4.0,0.0,6.0,19.0,15.0,6.0,0.0,11.0,264.0,4.0,0.0,6.0,16.0,17.0,6.0,0.0,6.0,153.0,4.0,0.0,6.0,17.0,14.0,6.0,0.0,11.0,678.0,4.0,0.0,6.0,21.0,14.0,6.0,0.0,11.0,-7.0,4.0,0.0,6.0,16.0,19.0,6.0,0.0,31.0,7.0,4.0,0.0,6.0,15.0,14.0,6.0,0.0,11.0,109.0,4.0,0.0,6.0,17.0,7.0,6.0,0.0,11.0,2.0,4.0,6.0,6.0,17.0,17.0,0.0,0.0,11.0,5.0,4.0,0.0,0.0,19.0,11.0,0.0,0.0,11.0,7.0,4.0,0.0,0.0,15.0,12.0,0.0,0.0,1.0,10.0,4.0,0.0,0.0,18.0,17.0,0.0,0.0,54.0,10.0,1.0,0.0,0.0,9.0,11.0,55.0,0.0,1.0,3.0,1.0,20.0,181.0,7.0,9.0,55.0,0.0,1.0,785.0,1.0,14.0,161.0,8.0,8.0,53.0,0.0,1.0,161.0,1.0,4.0,147.0,6.0,5.0,49.0,0.0,1.0,2.0,1.0,22.0,143.0,7.0,14.0,39.0,0.0,11.0,45.0,1.0,10.0,121.0,9.0,10.0,39.0,0.0,1.0,18.0,1.0,1.0,111.0,5.0,10.0,38.0,0.0,1.0,162.0,1.0,5.0,110.0,0
826,22,69,161.0,965,2016,10,23,13,5,13.0,13.0,25.0,0.0,11.0,45.0,5.0,0.0,47.0,15.0,14.0,25.0,0.0,11.0,18.0,5.0,0.0,47.0,7.0,9.0,25.0,0.0,1.0,18.0,5.0,2.0,47.0,17.0,19.0,23.0,0.0,84.0,162.0,5.0,0.0,45.0,19.0,14.0,23.0,0.0,1.0,401.0,5.0,0.0,45.0,19.0,15.0,23.0,0.0,11.0,103.0,5.0,0.0,45.0,12.0,16.0,23.0,0.0,11.0,264.0,5.0,4.0,45.0,15.0,10.0,23.0,0.0,1.0,153.0,5.0,5.0,41.0,20.0,22.0,22.0,0.0,31.0,678.0,5.0,4.0,36.0,7.0,22.0,22.0,0.0,22.0,-7.0,5.0,0.0,32.0,13.0,12.0,22.0,0.0,11.0,13.0,5.0,2.0,32.0,9.0,20.0,22.0,0.0,3.0,7.0,5.0,4.0,30.0,13.0,10.0,22.0,0.0,11.0,109.0,5.0,9.0,26.0,8.0,15.0,21.0,0.0,11.0,2.0,9.0,0.0,57.0,6.0,3.0,21.0,0.0,1.0,5.0,9.0,27.0,57.0,15.0,7.0,6.0,0.0,11.0,7.0,9.0,18.0,30.0,18.0,22.0,0.0,0.0,31.0,10.0,9.0,12.0,12.0,9.0,10.0,95.0,0.0,1.0,3.0,9.0,9.0,187.0,7.0,7.0,94.0,0.0,11.0,785.0,9.0,6.0,178.0,4.0,4.0,88.0,0.0,1.0,2227.0,9.0,22.0,172.0,4.0,13.0,76.0,0.0,3.0,161.0,9.0,1.0,150.0,11.0,5.0,76.0,0.0,1.0,2.0,9.0,10.0,149.0,10.0,13.0,66.0,0.0,11.0,45.0,9.0,0.0,139.0,4.0,6.0,66.0,0.0,1.0,18.0,9.0,26.0,139.0,0
828,26,69,161.0,965,2016,10,23,16,15,19.0,15.0,0.0,0.0,11.0,45.0,15.0,0.0,0.0,17.0,12.0,0.0,0.0,11.0,18.0,15.0,0.0,0.0,16.0,17.0,0.0,0.0,11.0,18.0,15.0,0.0,0.0,19.0,16.0,0.0,0.0,11.0,162.0,15.0,0.0,0.0,20.0,19.0,0.0,0.0,6.0,401.0,15.0,0.0,0.0,22.0,18.0,0.0,0.0,12.0,103.0,15.0,0.0,0.0,20.0,20.0,0.0,0.0,12.0,264.0,15.0,0.0,0.0,21.0,15.0,0.0,0.0,11.0,678.0,15.0,0.0,0.0,20.0,17.0,0.0,0.0,11.0,-7.0,15.0,0.0,0.0,19.0,15.0,0.0,0.0,12.0,13.0,15.0,0.0,0.0,17.0,16.0,0.0,0.0,4.0,7.0,15.0,0.0,0.0,19.0,12.0,0.0,0.0,11.0,109.0,15.0,0.0,0.0,22.0,14.0,0.0,0.0,11.0,2.0,15.0,0.0,0.0,15.0,16.0,0.0,0.0,11.0,5.0,15.0,0.0,0.0,17.0,12.0,0.0,0.0,11.0,7.0,15.0,0.0,0.0,16.0,17.0,0.0,0.0,5.0,10.0,15.0,0.0,0.0,18.0,14.0,9.0,0.0,11.0,3.0,15.0,0.0,36.0,14.0,16.0,9.0,0.0,12.0,785.0,15.0,0.0,36.0,14.0,12.0,9.0,0.0,1.0,2227.0,15.0,0.0,36.0,16.0,15.0,9.0,0.0,31.0,161.0,15.0,2.0,36.0,17.0,20.0,9.0,0.0,4.0,2.0,15.0,8.0,34.0,17.0,14.0,9.0,0.0,11.0,45.0,15.0,0.0,26.0,17.0,11.0,9.0,0.0,1.0,18.0,15.0,1.0,26.0,10.0,9.0,9.0,0.0,11.0,162.0,15.0,2.0,25.0,0
830,19,69,161.0,965,2016,10,23,4,9,5.0,2.0,165.0,1.0,1.0,45.0,9.0,26.0,385.0,3.0,2.0,147.0,1.0,1.0,18.0,9.0,43.0,359.0,4.0,6.0,129.0,1.0,1.0,18.0,9.0,26.0,316.0,7.0,7.0,121.0,1.0,1.0,162.0,9.0,16.0,290.0,2.0,11.0,115.0,1.0,1.0,401.0,9.0,18.0,274.0,4.0,3.0,115.0,1.0,1.0,103.0,9.0,33.0,256.0,4.0,5.0,100.0,1.0,1.0,264.0,9.0,25.0,223.0,3.0,2.0,90.0,1.0,1.0,153.0,9.0,30.0,198.0,9.0,2.0,72.0,1.0,1.0,678.0,9.0,28.0,168.0,9.0,8.0,54.0,1.0,1.0,-7.0,9.0,10.0,140.0,5.0,4.0,50.0,1.0,1.0,13.0,9.0,18.0,130.0,21.0,18.0,38.0,1.0,3.0,7.0,9.0,18.0,112.0,4.0,1.0,38.0,1.0,1.0,109.0,9.0,37.0,94.0,9.0,19.0,13.0,0.0,131.0,2.0,5.0,0.0,17.0,9.0,8.0,13.0,0.0,1.0,5.0,5.0,6.0,17.0,10.0,6.0,9.0,0.0,1.0,7.0,5.0,8.0,11.0,5.0,10.0,1.0,0.0,1.0,10.0,5.0,3.0,3.0,11.0,16.0,49.0,0.0,11.0,3.0,5.0,0.0,67.0,10.0,9.0,49.0,0.0,11.0,785.0,5.0,2.0,67.0,8.0,9.0,47.0,0.0,1.0,2227.0,5.0,2.0,65.0,10.0,4.0,45.0,0.0,1.0,161.0,5.0,18.0,63.0,9.0,10.0,33.0,0.0,1.0,2.0,5.0,1.0,45.0,15.0,9.0,32.0,0.0,1.0,45.0,5.0,3.0,44.0,8.0,8.0,30.0,0.0,1.0,18.0,5.0,6.0,41.0,0
831,24,69,161.0,965,2016,10,23,21,15,20.0,19.0,0.0,0.0,11.0,45.0,15.0,0.0,0.0,18.0,17.0,0.0,0.0,23.0,18.0,15.0,0.0,0.0,18.0,13.0,0.0,0.0,11.0,18.0,15.0,0.0,0.0,18.0,22.0,0.0,0.0,130.0,162.0,15.0,0.0,0.0,17.0,17.0,0.0,0.0,11.0,401.0,15.0,0.0,0.0,21.0,21.0,0.0,0.0,131.0,103.0,15.0,0.0,0.0,16.0,17.0,0.0,0.0,11.0,264.0,15.0,0.0,0.0,21.0,15.0,0.0,0.0,11.0,153.0,15.0,0.0,0.0,22.0,13.0,0.0,0.0,11.0,678.0,15.0,0.0,0.0,16.0,12.0,0.0,0.0,11.0,-7.0,15.0,0.0,0.0,20.0,18.0,0.0,0.0,12.0,13.0,15.0,0.0,0.0,22.0,17.0,0.0,0.0,31.0,7.0,15.0,0.0,0.0,20.0,15.0,0.0,0.0,11.0,109.0,15.0,0.0,0.0,19.0,16.0,0.0,0.0,11.0,2.0,15.0,0.0,0.0,16.0,20.0,0.0,0.0,11.0,5.0,15.0,0.0,0.0,22.0,14.0,0.0,0.0,11.0,7.0,15.0,0.0,0.0,17.0,15.0,0.0,0.0,11.0,10.0,15.0,0.0,0.0,14.0,15.0,27.0,0.0,11.0,3.0,15.0,0.0,36.0,11.0,13.0,27.0,0.0,11.0,785.0,15.0,0.0,36.0,17.0,17.0,27.0,0.0,23.0,2227.0,15.0,0.0,36.0,17.0,9.0,27.0,0.0,1.0,161.0,15.0,2.0,36.0,12.0,6.0,25.0,0.0,1.0,2.0,15.0,8.0,34.0,18.0,20.0,17.0,0.0,31.0,45.0,15.0,0.0,26.0,16.0,10.0,17.0,0.0,1.0,18.0,15.0,1.0,26.0,0
832,22,69,161.0,965,2016,10,23,10,5,14.0,17.0,30.0,0.0,11.0,45.0,5.0,0.0,47.0,16.0,11.0,30.0,0.0,1.0,18.0,5.0,0.0,47.0,6.0,14.0,30.0,0.0,11.0,18.0,5.0,2.0,47.0,16.0,15.0,30.0,0.0,11.0,162.0,5.0,0.0,45.0,15.0,20.0,30.0,0.0,29.0,401.0,5.0,0.0,45.0,13.0,14.0,30.0,0.0,11.0,103.0,5.0,0.0,45.0,6.0,8.0,30.0,0.0,11.0,264.0,5.0,4.0,45.0,8.0,8.0,26.0,0.0,1.0,153.0,5.0,5.0,41.0,15.0,8.0,22.0,0.0,1.0,678.0,5.0,4.0,36.0,13.0,21.0,18.0,0.0,22.0,-7.0,5.0,0.0,32.0,16.0,9.0,18.0,0.0,11.0,13.0,5.0,2.0,32.0,7.0,8.0,16.0,0.0,11.0,7.0,5.0,4.0,30.0,8.0,6.0,12.0,0.0,1.0,109.0,5.0,9.0,26.0,11.0,12.0,4.0,0.0,11.0,2.0,5.0,0.0,17.0,8.0,9.0,4.0,0.0,1.0,5.0,5.0,6.0,17.0,11.0,18.0,2.0,0.0,31.0,7.0,5.0,8.0,11.0,7.0,9.0,2.0,0.0,1.0,10.0,5.0,3.0,3.0,10.0,11.0,18.0,0.0,1.0,3.0,5.0,0.0,67.0,12.0,19.0,18.0,0.0,31.0,785.0,5.0,2.0,67.0,11.0,13.0,18.0,0.0,1.0,2227.0,5.0,2.0,65.0,20.0,7.0,18.0,0.0,1.0,161.0,5.0,18.0,63.0,12.0,10.0,12.0,0.0,11.0,45.0,5.0,3.0,44.0,14.0,9.0,11.0,0.0,1.0,18.0,5.0,6.0,41.0,13.0,11.0,9.0,0.0,11.0,162.0,5.0,0.0,35.0,0
835,25,69,161.0,965,2016,10,23,15,4,16.0,12.0,1.0,0.0,11.0,45.0,4.0,0.0,8.0,19.0,10.0,1.0,0.0,1.0,18.0,4.0,1.0,8.0,19.0,15.0,0.0,0.0,11.0,18.0,4.0,1.0,7.0,20.0,21.0,0.0,0.0,130.0,162.0,4.0,0.0,6.0,14.0,15.0,0.0,0.0,1.0,401.0,4.0,0.0,6.0,16.0,19.0,0.0,0.0,12.0,103.0,4.0,0.0,6.0,17.0,12.0,0.0,0.0,11.0,264.0,4.0,0.0,6.0,18.0,18.0,0.0,0.0,6.0,153.0,4.0,0.0,6.0,18.0,12.0,0.0,0.0,11.0,678.0,4.0,0.0,6.0,22.0,15.0,0.0,0.0,11.0,-7.0,4.0,0.0,6.0,17.0,21.0,0.0,0.0,31.0,13.0,4.0,0.0,6.0,18.0,22.0,0.0,0.0,3.0,7.0,4.0,0.0,6.0,17.0,13.0,0.0,0.0,11.0,109.0,4.0,0.0,6.0,18.0,13.0,0.0,0.0,11.0,2.0,4.0,6.0,6.0,19.0,22.0,0.0,0.0,11.0,5.0,4.0,0.0,0.0,20.0,22.0,0.0,0.0,9.0,7.0,4.0,0.0,0.0,14.0,11.0,0.0,0.0,1.0,10.0,4.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
836,22,69,161.0,965,2016,10,23,20,209,22.0,22.0,1.0,0.0,11.0,45.0,209.0,0.0,1.0,21.0,15.0,1.0,0.0,11.0,18.0,209.0,0.0,1.0,20.0,16.0,1.0,0.0,11.0,18.0,209.0,0.0,1.0,14.0,20.0,1.0,0.0,44.0,162.0,209.0,0.0,1.0,16.0,22.0,1.0,0.0,130.0,401.0,209.0,0.0,1.0,18.0,17.0,1.0,0.0,12.0,103.0,209.0,0.0,1.0,21.0,19.0,1.0,0.0,12.0,264.0,209.0,0.0,1.0,20.0,22.0,1.0,0.0,20.0,153.0,209.0,0.0,1.0,12.0,10.0,1.0,0.0,11.0,678.0,209.0,1.0,1.0,18.0,20.0,0.0,0.0,23.0,-7.0,209.0,0.0,0.0,18.0,17.0,0.0,0.0,12.0,13.0,209.0,0.0,0.0,20.0,14.0,0.0,0.0,12.0,7.0,209.0,0.0,0.0,21.0,16.0,0.0,0.0,11.0,109.0,209.0,0.0,0.0,20.0,18.0,0.0,0.0,12.0,2.0,209.0,0.0,0.0,21.0,18.0,0.0,0.0,11.0,5.0,209.0,0.0,0.0,16.0,13.0,0.0,0.0,11.0,7.0,209.0,0.0,0.0,22.0,16.0,0.0,0.0,11.0,10.0,209.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
839,20,69,161.0,965,2016,10,23,22,209,21.0,21.0,0.0,0.0,11.0,45.0,209.0,0.0,1.0,20.0,16.0,0.0,0.0,11.0,18.0,209.0,0.0,1.0,21.0,18.0,0.0,0.0,12.0,18.0,209.0,0.0,1.0,18.0,16.0,0.0,0.0,11.0,401.0,209.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1,31,32,2227.0,966,2016,10,30,1,131,1.0,1.0,305.0,7.0,1.0,161.0,131.0,43.0,636.0,2.0,3.0,280.0,6.0,1.0,45.0,131.0,40.0,593.0,1.0,18.0,265.0,6.0,5.0,18.0,131.0,15.0,553.0,3.0,3.0,265.0,6.0,1.0,18.0,131.0,40.0,538.0,1.0,2.0,250.0,6.0,1.0,162.0,131.0,43.0,498.0,21.0,3.0,232.0,6.0,1.0,401.0,131.0,40.0,455.0,2.0,1.0,217.0,6.0,1.0,103.0,131.0,37.0,415.0,2.0,1.0,192.0,5.0,1.0,264.0,131.0,43.0,378.0,1.0,1.0,167.0,4.0,1.0,153.0,131.0,40.0,335.0,1.0,1.0,142.0,3.0,1.0,678.0,131.0,37.0,295.0,10.0,5.0,117.0,2.0,1.0,-7.0,131.0,35.0,258.0,1.0,1.0,107.0,2.0,1.0,13.0,131.0,35.0,223.0,3.0,1.0,82.0,1.0,1.0,7.0,131.0,31.0,188.0,1.0,21.0,57.0,0.0,4.0,109.0,131.0,0.0,157.0,10.0,2.0,57.0,0.0,1.0,2.0,131.0,43.0,157.0,22.0,7.0,39.0,0.0,1.0,5.0,131.0,31.0,114.0,1.0,3.0,33.0,0.0,1.0,7.0,131.0,40.0,83.0,1.0,2.0,18.0,0.0,1.0,10.0,131.0,43.0,43.0,2.0,2.0,381.0,10.0,1.0,3.0,131.0,43.0,703.0,2.0,2.0,363.0,10.0,1.0,785.0,131.0,43.0,660.0,2.0,2.0,345.0,10.0,1.0,2227.0,131.0,43.0,617.0,2.0,1.0,327.0,10.0,1.0,161.0,131.0,43.0,574.0,2.0,1.0,302.0,9.0,1.0,2.0,131.0,25.0,531.0,2.0,1.0,277.0,8.0,1.0,45.0,131.0,43.0,506.0,1
3,31,32,2227.0,966,2016,10,30,2,131,2.0,2.0,331.0,9.0,1.0,161.0,131.0,43.0,636.0,1.0,1.0,313.0,9.0,1.0,45.0,131.0,40.0,593.0,2.0,3.0,288.0,8.0,1.0,18.0,131.0,15.0,553.0,1.0,1.0,273.0,8.0,1.0,18.0,131.0,40.0,538.0,2.0,1.0,248.0,7.0,1.0,162.0,131.0,43.0,498.0,1.0,1.0,223.0,6.0,1.0,401.0,131.0,40.0,455.0,1.0,4.0,198.0,5.0,1.0,103.0,131.0,37.0,415.0,1.0,2.0,186.0,5.0,1.0,264.0,131.0,43.0,378.0,2.0,3.0,168.0,5.0,1.0,153.0,131.0,40.0,335.0,2.0,4.0,153.0,5.0,1.0,678.0,131.0,37.0,295.0,1.0,1.0,141.0,5.0,1.0,-7.0,131.0,35.0,258.0,2.0,5.0,116.0,4.0,1.0,13.0,131.0,35.0,223.0,2.0,7.0,106.0,4.0,1.0,7.0,131.0,31.0,188.0,2.0,22.0,100.0,4.0,4.0,109.0,131.0,0.0,157.0,1.0,1.0,100.0,4.0,1.0,2.0,131.0,43.0,157.0,1.0,1.0,75.0,3.0,1.0,5.0,131.0,31.0,114.0,2.0,1.0,50.0,2.0,1.0,7.0,131.0,40.0,83.0,2.0,1.0,25.0,1.0,1.0,10.0,131.0,43.0,43.0,1.0,1.0,322.0,6.0,1.0,3.0,131.0,43.0,703.0,1.0,1.0,297.0,5.0,1.0,785.0,131.0,43.0,660.0,1.0,1.0,272.0,4.0,1.0,2227.0,131.0,43.0,617.0,1.0,2.0,247.0,3.0,1.0,161.0,131.0,43.0,574.0,1.0,18.0,229.0,3.0,37.0,2.0,131.0,25.0,531.0,1.0,2.0,229.0,3.0,1.0,45.0,131.0,43.0,506.0,1
4,35,32,2227.0,966,2016,10,30,11,1,12.0,5.0,52.0,0.0,1.0,161.0,1.0,12.0,74.0,15.0,16.0,42.0,0.0,11.0,45.0,1.0,0.0,62.0,22.0,7.0,42.0,0.0,1.0,18.0,1.0,8.0,62.0,9.0,7.0,36.0,0.0,1.0,18.0,1.0,6.0,54.0,13.0,14.0,30.0,0.0,11.0,162.0,1.0,0.0,48.0,14.0,12.0,24.0,0.0,11.0,103.0,1.0,4.0,42.0,7.0,7.0,24.0,0.0,11.0,264.0,1.0,6.0,38.0,10.0,13.0,18.0,0.0,11.0,153.0,1.0,0.0,32.0,14.0,18.0,18.0,0.0,84.0,678.0,1.0,8.0,32.0,14.0,19.0,18.0,0.0,6.0,-7.0,1.0,0.0,24.0,10.0,11.0,18.0,0.0,11.0,13.0,1.0,0.0,24.0,10.0,5.0,18.0,0.0,1.0,7.0,1.0,12.0,24.0,10.0,19.0,8.0,0.0,5.0,109.0,1.0,2.0,12.0,14.0,6.0,8.0,0.0,11.0,2.0,1.0,9.0,10.0,12.0,12.0,0.0,0.0,1.0,5.0,1.0,0.0,1.0,12.0,21.0,0.0,0.0,4.0,10.0,1.0,0.0,0.0,17.0,17.0,11.0,0.0,12.0,3.0,1.0,0.0,27.0,20.0,15.0,11.0,0.0,11.0,785.0,1.0,0.0,27.0,16.0,20.0,11.0,0.0,31.0,2227.0,1.0,0.0,27.0,11.0,11.0,11.0,0.0,1.0,161.0,1.0,8.0,27.0,16.0,11.0,11.0,0.0,1.0,2.0,1.0,2.0,19.0,14.0,11.0,11.0,0.0,11.0,45.0,1.0,0.0,17.0,12.0,17.0,11.0,0.0,6.0,18.0,1.0,0.0,17.0,17.0,18.0,11.0,0.0,16.0,162.0,1.0,0.0,17.0,0
8,37,32,2227.0,966,2016,10,30,6,6,5.0,19.0,170.0,0.0,36.0,161.0,6.0,12.0,347.0,3.0,5.0,170.0,0.0,1.0,45.0,6.0,22.0,335.0,6.0,4.0,160.0,0.0,1.0,18.0,6.0,12.0,313.0,5.0,4.0,148.0,0.0,1.0,18.0,6.0,22.0,301.0,4.0,4.0,136.0,0.0,1.0,162.0,6.0,27.0,279.0,3.0,9.0,124.0,0.0,1.0,401.0,6.0,10.0,252.0,5.0,6.0,122.0,0.0,1.0,103.0,6.0,18.0,242.0,14.0,6.0,114.0,0.0,1.0,264.0,6.0,20.0,224.0,5.0,5.0,106.0,0.0,1.0,153.0,6.0,12.0,204.0,6.0,3.0,96.0,0.0,1.0,678.0,6.0,15.0,192.0,5.0,4.0,81.0,0.0,1.0,-7.0,6.0,30.0,177.0,6.0,6.0,69.0,0.0,1.0,13.0,6.0,26.0,147.0,6.0,21.0,61.0,0.0,3.0,7.0,6.0,12.0,121.0,5.0,2.0,61.0,0.0,1.0,109.0,6.0,33.0,109.0,4.0,3.0,43.0,0.0,1.0,2.0,6.0,15.0,76.0,3.0,5.0,28.0,0.0,1.0,5.0,6.0,28.0,61.0,4.0,2.0,18.0,0.0,1.0,7.0,6.0,18.0,33.0,4.0,18.0,0.0,0.0,5.0,10.0,6.0,15.0,15.0,3.0,3.0,150.0,0.0,1.0,3.0,6.0,27.0,428.0,5.0,4.0,135.0,0.0,1.0,785.0,6.0,27.0,401.0,15.0,19.0,123.0,0.0,4.0,2227.0,6.0,0.0,374.0,8.0,16.0,123.0,0.0,135.0,161.0,6.0,15.0,374.0,5.0,8.0,123.0,0.0,1.0,2.0,6.0,22.0,359.0,6.0,4.0,119.0,0.0,1.0,45.0,6.0,27.0,337.0,0
